0.0,0.0,-36.51058317,-40.93804844
1.0,0.0,-34.14823365,18.90245284
0.0,0.0,-33.40408161,-38.43681729
0.0,0.0,-33.01717443,-39.81831012
1.0,0.0,-32.27346975,17.93055045
0.0,0.0,-30.51545511,-32.49484494
0.0,0.0,-25.37438637,-4.438911292
0.0,0.0,-25.33100998,-35.09768516
0.0,0.0,-24.64797804,-26.13419553
0.0,0.0,-24.13483009,-30.06501296
0.0,0.0,-23.92615348,-34.57506368
0.0,0.0,-23.71283941,-42.17268752
0.0,0.0,-23.38312854,-18.09880395
0.0,0.0,-23.06684166,-25.64052693
0.0,0.0,-22.18745264,-18.95508116
0.0,0.0,-20.86523871,-24.26644083
0.0,0.0,-20.35184471,-14.50564763
0.0,0.0,-20.15759677,-14.19971086
0.0,0.0,-19.98958612,-29.78032764
0.0,0.0,-18.68873995,-19.06592591
0.0,0.0,-18.53678225,-18.66190424
0.0,0.0,-18.36880517,-15.28916551
0.0,0.0,-18.3674879,-11.67504779
0.0,0.0,-18.13191144,-16.15938435
0.0,0.0,-18.020508,-25.93613668
0.0,0.0,-17.89900407,-14.54923781
0.0,0.0,-17.71643728,-12.41098169
0.0,0.0,-17.60770076,-12.93254309
0.0,0.0,-17.56469933,9.77868171
0.0,0.0,-17.40094511,-18.24075293
0.0,0.0,-16.95006366,-16.41739457
0.0,0.0,-16.81738701,-8.777514594
0.0,0.0,-16.77270308,-14.42641494
0.0,0.0,-16.35863885,9.133348064
0.0,0.0,-16.19338604,-19.54361234
0.0,0.0,-15.9589083,-14.42491999
0.0,0.0,-15.31996385,-15.12613703
0.0,0.0,-15.1281639,-4.75992239
0.0,0.0,-15.05719867,-14.81194005
0.0,0.0,-14.90434018,12.79388008
0.0,0.0,-14.83907395,9.628396476
0.0,0.0,-14.78199144,-16.67117885
0.0,0.0,-14.43789324,-21.30373081
0.0,0.0,-14.39304499,-9.296529896
0.0,0.0,-14.19807558,-20.4570945
0.0,0.0,-14.1638083,-13.75942867
0.0,0.0,-13.91393032,-2.847862149
0.0,0.0,-13.74484283,10.82281279
0.0,0.0,-13.7436814,-13.96872114
0.0,0.0,-13.71681219,-6.130517123
0.0,0.0,-13.70336007,7.95129721
0.0,0.0,-13.68394185,-9.732959821
0.0,0.0,-13.63121538,-2.801460916
0.0,0.0,-13.50734604,-16.80443493
0.0,0.0,-13.40722515,-1.570321489
0.0,0.0,-13.17786257,10.40326777
0.0,0.0,-13.12407908,6.56166559
0.0,0.0,-13.03920418,-6.420044767
0.0,0.0,-12.85501214,8.490465983
0.0,0.0,-12.77440947,1.992454189
0.0,0.0,-12.76572699,9.997698562
0.0,0.0,-12.7622881,7.89820363
0.0,0.0,-12.73406273,8.910837197
0.0,0.0,-12.61082687,9.984107193
0.0,0.0,-12.59647877,-8.315996149
0.0,0.0,-12.59551092,-8.301981108
1.0,0.0,-12.58302317,8.919984185
0.0,0.0,-12.49851628,-2.402241101
0.0,0.0,-12.49007919,-6.277960936
0.0,0.0,-12.47723253,-11.6900268
0.0,0.0,-12.39715361,-15.39201971
0.0,0.0,-12.32086311,-8.782817739
0.0,0.0,-12.25487177,6.594630976
0.0,0.0,-12.24787575,-5.914792301
0.0,0.0,-12.21554514,6.438130776
0.0,0.0,-12.20228455,6.59399015
0.0,0.0,-12.18870965,10.54112815
0.0,0.0,-12.15677471,5.767725617
0.0,0.0,-12.09775141,7.604843141
0.0,0.0,-11.92790476,-9.657257578
1.0,0.0,-11.91876269,8.626111062
0.0,0.0,-11.83974297,-17.71166066
0.0,0.0,-11.7466558,-10.4107367
0.0,0.0,-11.711745,7.067513057
0.0,0.0,-11.70430403,3.452101256
0.0,0.0,-11.70200236,6.877787867
0.0,0.0,-11.70105803,-15.29539568
0.0,0.0,-11.69922557,-0.027968954
0.0,0.0,-11.69133624,-16.443525
0.0,0.0,-11.63670431,9.127334587
0.0,0.0,-11.63135583,9.159719592
0.0,0.0,-11.52292109,-16.13257394
0.0,0.0,-11.48096669,-16.70999538
0.0,0.0,-11.4331198,7.311658809
0.0,0.0,-11.39936202,8.037787595
0.0,0.0,-11.39324034,1.635883467
0.0,0.0,-11.39251363,-9.412776357
0.0,0.0,-11.38684546,-13.34874663
0.0,0.0,-11.35853552,-1.180157619
0.0,0.0,-11.31800298,10.04113263
1.0,0.0,-11.25441286,8.332403779
0.0,0.0,-11.23930149,7.331813222
0.0,0.0,-11.20641103,7.383615067
0.0,0.0,-11.19773827,-0.870575637
0.0,0.0,-11.18015609,6.287377779
0.0,0.0,-11.16280049,-14.07792274
0.0,0.0,-11.15869884,7.165814467
0.0,0.0,-11.13573818,-17.43536224
0.0,0.0,-11.13297152,2.154546149
0.0,0.0,-11.06394773,8.74105663
0.0,0.0,-11.05068842,6.768339714
0.0,0.0,-11.04633375,7.286387643
0.0,0.0,-11.03909004,9.001613635
0.0,0.0,-11.01525788,9.760559355
0.0,0.0,-10.94736879,-3.571608047
0.0,0.0,-10.94502761,4.441358382
0.0,0.0,-10.94502761,4.441358382
0.0,0.0,-10.93787315,4.452626517
0.0,0.0,-10.93489108,4.457323217
0.0,0.0,-10.93172607,8.836806502
0.0,0.0,-10.93143739,9.092122886
0.0,0.0,-10.90488205,-5.535735468
0.0,0.0,-10.88362211,9.227374869
0.0,0.0,-10.87095608,-4.439807172
0.0,0.0,-10.85024343,-8.158409833
0.0,0.0,-10.82754765,6.817054834
0.0,0.0,-10.77893235,8.416499294
0.0,0.0,-10.71715237,-9.765205426
0.0,0.0,-10.71007603,5.400961685
0.0,0.0,-10.64972586,-11.32619003
0.0,0.0,-10.60130643,-9.997639722
0.0,0.0,-10.54567733,-13.35422074
0.0,0.0,-10.54399384,6.810720353
0.0,0.0,-10.51412989,-6.048325562
0.0,0.0,-10.50833526,8.281230997
0.0,0.0,-10.4360544,-14.74992626
0.0,0.0,-10.42535106,1.908586464
0.0,0.0,-10.37679426,6.31313515
0.0,0.0,-10.3742004,6.493639814
0.0,0.0,-10.35931423,-1.072949733
0.0,0.0,-10.34813915,-4.942170715
0.0,0.0,-10.25531845,-12.04013251
0.0,0.0,-10.23871317,7.910796256
0.0,0.0,-10.17390604,0.856441342
0.0,0.0,-10.13740627,6.565466048
0.0,0.0,-10.0946663,-4.029591265
0.0,0.0,-10.04276347,-12.49576734
0.0,0.0,-10.01010624,5.707746547
0.0,0.0,-9.997074842,-6.686942648
0.0,0.0,-9.974428488,-5.51813693
0.0,0.0,-9.924537802,8.137372786
0.0,0.0,-9.91510688,-2.669726551
0.0,0.0,-9.898740577,8.900118946
0.0,0.0,-9.889052745,7.659856368
0.0,0.0,-9.860477593,-10.36467439
0.0,0.0,-9.834542009,-2.924845244
0.0,0.0,-9.827973878,5.733218667
0.0,0.0,-9.799182501,7.994398575
0.0,0.0,-9.77394125,7.831440387
0.0,0.0,-9.766830967,-10.34520533
0.0,0.0,-9.628190675,5.410768501
0.0,0.0,-9.624909051,-2.669200671
0.0,0.0,-9.61704069,-18.99836773
0.0,0.0,-9.610430094,6.190770407
0.0,0.0,-9.551913195,-5.500874341
0.0,0.0,-9.50905034,-12.47808898
0.0,0.0,-9.394686139,8.392678321
0.0,0.0,-9.394062221,7.417334266
0.0,0.0,-9.37914122,9.56624394
0.0,0.0,-9.345837075,-2.240222677
0.0,0.0,-9.341358794,7.462988961
0.0,0.0,-9.328771133,-11.50907816
